,industry,rank,search_city,search_job,avg_sal,years_exp,degrees_total,sen_job_titles_total,languages_total,visualization_total,big_data_total,cloud_total,platform_total,ds_concepts_total,deep_learning_totals,log_avg_sal
1258,12,3.9,1,0,59500.0,5,0,0,1,0,0,0,0,1,0,10.993748398115178
1260,18,3.7,1,0,60000.0,4,2,0,3,0,0,0,2,3,0,11.002116507732017
1261,14,3.6,1,0,74000.0,4,1,0,1,0,0,1,2,1,0,11.211833885608513
1262,13,3.8,1,0,88000.0,5,2,1,2,0,0,0,0,0,0,11.385103457032141
1263,12,4.4,1,0,70500.0,1,2,0,0,0,0,0,1,1,0,11.163382173096926
1265,12,3.0,1,0,52500.0,3,2,0,0,0,0,0,0,0,0,10.868587496017359
1266,9,4.5,1,0,72500.0,4,1,0,0,0,0,1,0,1,0,11.19135563385109
1267,18,3.9,1,0,71000.0,2,2,0,0,0,0,0,0,1,0,11.170449240431308
1268,9,3.3,1,0,64500.0,7,2,0,3,0,0,1,0,1,0,11.07443600653965
1270,18,4.5,2,0,67000.0,2,1,0,3,0,0,0,2,1,0,11.112462823634855
1271,12,3.5,2,0,75000.0,5,1,0,0,0,0,0,1,0,0,11.225256725762893
1272,9,3.8,2,0,112000.0,7,2,1,0,0,0,0,0,1,0,11.626263078808801
1273,9,3.7,2,0,43000.0,5,1,0,1,0,0,0,0,0,0,10.668978650219241
1274,14,3.5,2,0,56000.0,6,1,0,0,1,0,0,2,2,0,10.933124826700707
1275,21,3.0,2,0,48000.0,3,0,0,0,0,0,0,0,1,0,10.778977123006351
1276,21,3.0,2,0,47500.0,1,1,0,3,0,0,0,0,0,0,10.768506042432708
1277,14,2.3,2,0,46500.0,3,2,0,1,1,0,0,0,0,0,10.747229096720554
1278,14,2.3,2,0,50000.0,2,0,0,2,0,0,0,0,0,0,10.819798284210286
1279,12,4.0,2,0,70000.0,2,0,0,2,0,1,0,1,2,0,11.156264806643742
1280,12,4.1,2,0,53000.0,4,1,0,0,1,0,0,2,0,0,10.87806606028079
1281,21,3.2,2,0,88000.0,1,2,1,0,0,0,0,0,1,0,11.385103457032141
1282,9,3.9,2,0,90000.0,3,2,1,4,1,1,0,1,2,0,11.407576060361786
1283,13,3.8,2,0,45500.0,2,2,0,0,0,0,0,0,0,0,10.725489582719506
1284,14,3.5,2,0,72000.0,2,1,1,2,1,2,0,0,1,0,11.184435286790631
1285,5,4.6,2,0,124000.0,8,1,0,0,0,0,0,0,0,0,11.728044909070785
1286,5,3.6,2,0,47500.0,2,0,0,0,0,0,1,1,0,0,10.768506042432708
1287,9,3.5,2,0,137000.0,10,1,1,1,0,0,2,1,0,0,11.827743504053695
1288,8,4.1,2,0,42000.0,2,2,0,1,0,0,0,1,0,0,10.645448706505872
1289,5,4.0,2,0,72500.0,5,2,0,0,0,3,1,1,0,0,11.19135563385109
1290,14,3.8,3,0,62000.0,3,1,0,0,1,0,0,0,1,0,11.034905792929415
1292,21,3.9,3,0,78000.0,3,2,0,1,0,0,1,0,0,0,11.264476926102367
1293,8,4.4,3,0,33500.0,10,2,0,1,0,0,1,1,0,0,10.419330568113901
1294,5,2.6,3,0,58000.0,2,1,0,2,1,0,0,1,0,0,10.968215530759236
1295,9,3.7,3,0,71500.0,5,3,1,1,0,0,0,0,1,0,11.177466714598282
1296,8,4.2,3,0,65500.0,7,1,1,2,1,0,0,2,2,0,11.089820688682373
1297,14,3.8,3,0,62000.0,3,1,0,0,1,0,0,0,1,0,11.034905792929415
1298,11,3.6,3,0,45500.0,5,2,1,1,0,0,0,0,0,0,10.725489582719506
1299,1,4.1,3,0,144000.0,10,2,0,0,0,0,0,1,2,0,11.87757552297847
1301,14,3.8,3,0,62500.0,3,1,0,0,1,0,0,0,1,0,11.042937835596494
1302,12,4.3,3,0,74000.0,2,1,0,0,3,0,0,1,1,0,11.211833885608513
1303,1,3.8,3,0,88500.0,10,1,1,1,0,0,1,0,0,0,11.390769130367211
1304,5,4.0,3,0,86000.0,5,2,0,0,0,0,0,1,0,0,11.362114203075018
1305,12,3.4,3,0,60500.0,3,1,0,0,0,0,0,0,0,0,11.010415172807951
1307,17,3.3,3,0,64000.0,3,1,0,0,0,0,0,1,0,0,11.06665398721974
1308,14,3.7,3,0,65000.0,4,1,0,0,0,0,0,0,0,0,11.082157933374816
1309,13,3.8,3,0,74500.0,7,2,0,1,0,0,0,0,0,0,11.218567827096358
1310,5,3.2,3,0,75500.0,5,2,1,0,0,0,1,0,0,0,11.231901180182515
1311,14,3.8,3,0,60000.0,2,1,0,0,0,0,0,0,2,0,11.002116507732017
1313,17,4.4,3,0,40500.0,2,1,0,0,0,0,0,1,0,0,10.609081944147828
1314,11,3.6,3,0,92500.0,5,2,1,2,0,0,0,1,0,0,11.434974734252892
1315,10,3.6,3,0,57000.0,3,1,0,1,0,0,0,1,0,0,10.950824090522445
1316,9,3.8,3,0,54500.0,2,2,0,1,0,0,0,1,0,0,10.905974329106854
1317,6,3.4,3,0,60500.0,8,0,0,1,1,0,0,2,0,0,11.010415172807951
1318,12,3.6,4,0,65500.0,4,1,0,2,0,0,0,0,0,0,11.089820688682373
1319,21,3.8,4,0,54500.0,3,0,0,0,0,0,0,1,1,0,10.905974329106854
1320,12,3.4,4,0,63500.0,3,2,0,1,0,0,0,0,0,0,11.05881093278828
1322,12,4.5,4,0,57500.0,6,1,0,0,2,0,0,0,0,0,10.959557617938563
1323,0,3.2,4,0,50000.0,4,1,0,2,0,0,0,1,0,0,10.819798284210286
1324,9,3.3,4,0,68000.0,3,1,0,0,0,0,0,0,0,0,11.127277689932466
1325,12,3.8,4,0,73000.0,6,1,1,2,0,0,0,0,0,0,11.19822841866684
1326,14,2.9,4,0,84000.0,2,1,0,0,0,0,0,0,0,0,11.338583982516495
1327,11,3.8,4,0,70000.0,3,1,0,1,0,0,1,0,0,0,11.156264806643742
1328,12,3.1,4,0,61500.0,5,1,0,1,0,0,0,0,0,0,11.026808713825016
1330,14,4.3,4,0,92000.0,7,1,1,0,1,0,0,1,3,0,11.429554725537322
1332,12,3.8,4,0,57000.0,2,2,0,1,2,1,0,0,1,0,10.950824090522445
1333,23,3.1,4,0,68000.0,3,1,0,3,4,1,0,1,1,0,11.127277689932466
1334,14,3.1,4,0,63500.0,5,1,0,1,0,0,0,0,0,0,11.05881093278828
1335,5,3.5,4,0,59000.0,3,2,0,1,0,0,0,1,1,0,10.985309671896763
1336,21,3.3,4,0,51000.0,2,1,0,3,0,0,0,0,1,0,10.839600519357369
1339,5,2.8,4,0,80500.0,2,2,1,1,0,0,1,1,1,0,11.296024885689746
1340,4,3.7,4,0,81500.0,5,1,0,1,1,0,1,1,0,0,11.308370569092329
1343,8,4.3,4,0,63000.0,4,1,0,1,0,0,1,0,0,0,11.050905878263567
1344,5,3.5,4,0,81500.0,3,1,0,0,0,0,0,1,0,0,11.308370569092329
1345,5,3.0,4,0,64000.0,2,2,0,0,0,0,0,1,0,0,11.06665398721974
1346,9,4.7,4,0,51000.0,2,1,0,4,3,0,0,1,0,0,10.839600519357369
1347,1,4.0,4,0,53000.0,3,2,0,0,1,0,0,1,0,0,10.87806606028079
1348,11,3.1,4,0,46000.0,1,1,0,1,1,0,0,1,1,0,10.736418414365374
1349,5,3.5,4,0,63500.0,3,1,1,0,0,0,0,1,2,0,11.05881093278828
1350,5,4.9,4,0,88000.0,4,0,0,1,1,0,0,1,1,0,11.385103457032141
1352,12,4.1,5,0,75000.0,4,1,0,0,1,0,0,2,0,0,11.225256725762893
1353,5,3.3,5,0,56000.0,3,2,0,1,0,0,0,1,2,0,10.933124826700707
1354,14,3.2,5,0,59000.0,3,1,0,2,0,0,0,1,1,0,10.985309671896763
1355,13,3.8,5,0,116000.0,4,1,1,2,1,0,0,0,0,0,11.661354090741
1357,12,4.2,5,0,53000.0,5,1,0,1,0,0,1,0,0,0,10.87806606028079
1358,9,3.2,5,0,78000.0,3,0,1,0,0,0,0,0,0,0,11.264476926102367
1359,9,4.0,5,0,90500.0,3,1,0,2,0,0,0,0,1,0,11.413116179350727
1360,5,4.0,5,0,120000.0,4,1,1,2,0,1,0,0,2,0,11.695255355062795
1361,9,3.0,5,0,67000.0,7,1,0,0,0,0,0,0,0,0,11.112462823634855
1362,5,4.0,5,0,97000.0,3,2,1,1,1,1,0,0,6,0,11.48247656671073
1363,22,4.0,5,0,76000.0,4,1,0,5,1,2,1,1,0,0,11.23850177707664
1366,11,3.2,5,0,92000.0,3,1,0,0,0,0,0,0,1,0,11.429554725537322
1367,5,4.0,5,0,60500.0,2,2,0,0,0,0,0,0,0,0,11.010415172807951
1368,5,4.6,5,0,136000.0,8,1,0,0,0,0,0,0,0,0,11.820417517632333
1370,11,3.5,5,0,59000.0,3,0,0,2,0,0,0,0,0,0,10.985309671896763
1371,11,4.7,5,0,71500.0,5,0,0,1,0,0,0,1,0,0,11.177466714598282
1372,5,3.3,5,0,56000.0,3,2,0,1,0,0,0,1,2,0,10.933124826700707
1373,11,4.7,5,0,74000.0,3,1,0,1,0,0,0,0,0,0,11.211833885608513
1375,9,3.9,5,0,68000.0,8,1,0,1,0,0,1,1,2,0,11.127277689932466
1376,5,3.3,5,0,56000.0,3,2,0,1,0,0,0,1,2,0,10.933124826700707
1377,21,2.6,5,0,52500.0,5,1,0,0,0,0,0,2,0,0,10.868587496017359
1378,5,3.6,5,0,56500.0,3,2,0,1,0,0,0,0,0,0,10.942013616092948
1379,5,3.8,5,0,46500.0,3,2,0,3,0,0,0,1,1,0,10.747229096720554
1380,11,2.8,5,0,60000.0,2,2,0,3,2,0,0,0,0,0,11.002116507732017
1381,5,4.1,5,0,186500.0,10,1,1,0,0,0,0,0,0,0,12.136191879981927
1382,14,3.7,5,0,53500.0,5,1,0,1,0,0,0,0,0,0,10.887455624298198
1383,13,3.8,5,0,92500.0,5,2,1,2,0,0,0,0,0,0,11.434974734252892
1385,5,4.4,7,0,142000.0,10,2,0,0,0,0,0,0,1,0,11.863589378812122
1386,9,4.5,7,0,64500.0,5,1,0,0,0,0,0,0,0,0,11.07443600653965
1387,4,3.5,7,0,59000.0,3,0,0,1,0,0,1,0,1,0,10.985309671896763
1388,9,3.8,7,0,55500.0,3,1,0,1,0,0,2,2,0,0,10.92415631759022
1389,12,2.9,7,0,88000.0,7,1,0,2,0,0,0,1,1,0,11.385103457032141
1390,12,4.1,7,0,89500.0,3,1,0,1,0,0,0,1,0,0,11.402005077384885
1391,8,4.1,7,0,48000.0,2,2,1,3,1,0,0,0,0,0,10.778977123006351
1392,4,4.2,7,0,77000.0,5,2,0,0,0,0,0,0,0,0,11.251573687764477
1393,12,3.7,7,0,105500.0,7,0,1,0,2,0,0,0,1,0,11.566475710526321
1394,12,3.6,7,0,67000.0,3,1,0,2,2,0,0,0,1,0,11.112462823634855
1397,12,4.3,7,0,111500.0,2,1,1,2,0,0,0,1,3,0,11.621788838451959
1398,12,4.3,7,0,135500.0,7,0,1,3,2,1,0,0,1,0,11.816734299348461
1399,4,3.8,7,0,94500.0,5,3,0,1,0,0,0,1,1,0,11.456365695436427
1400,10,2.6,7,0,82000.0,3,1,0,0,0,0,0,0,1,0,11.314486721293981
1401,4,4.0,7,0,112000.0,7,1,1,5,0,2,1,1,0,0,11.626263078808801
1402,0,3.7,7,0,66000.0,3,1,0,0,0,0,0,0,0,0,11.097425172408931
1403,9,4.2,7,0,83500.0,5,0,0,0,0,0,1,0,0,0,11.332613886815139
1404,14,2.7,7,0,79500.0,2,2,1,0,0,0,0,1,1,0,11.283524879179666
1405,12,3.7,7,0,60500.0,2,1,0,0,0,0,0,1,0,0,11.010415172807951
1406,12,4.1,7,0,68000.0,3,1,0,1,0,0,1,2,2,0,11.127277689932466
1407,12,4.2,7,0,75000.0,2,1,0,1,0,0,0,0,1,1,11.225256725762893
1408,11,3.9,7,0,96500.0,5,2,1,1,0,0,0,1,0,0,11.477308649967686
1409,12,4.0,7,0,67000.0,3,1,0,2,0,1,0,1,0,0,11.112462823634855
1410,13,3.9,7,0,71000.0,5,1,0,4,0,0,0,0,0,0,11.170449240431308
1412,10,3.8,6,0,64000.0,2,1,0,0,2,0,0,0,0,0,11.06665398721974
1413,5,3.5,6,0,56500.0,3,0,0,1,1,0,0,0,0,0,10.942013616092948
1414,11,3.1,6,0,65500.0,1,0,0,0,0,0,0,1,0,0,11.089820688682373
1415,9,3.5,6,0,53500.0,1,2,0,0,0,0,1,0,0,0,10.887455624298198
1416,14,3.7,6,0,75500.0,5,1,0,1,1,0,0,2,0,0,11.231901180182515
1417,18,3.7,6,0,83000.0,10,3,0,4,0,1,1,0,3,0,11.326607934898927
1418,13,3.8,6,0,90500.0,5,2,1,2,0,0,0,0,0,0,11.413116179350727
1419,13,3.1,6,0,60000.0,2,1,0,2,0,0,0,0,0,0,11.002116507732017
1421,12,3.8,6,0,82500.0,3,1,0,3,2,1,3,0,1,0,11.320565693461432
1423,12,3.8,6,0,75000.0,3,1,0,1,2,0,0,0,1,0,11.225256725762893
1424,14,4.5,6,0,95500.0,5,1,1,2,0,0,0,0,1,0,11.466891997618188
1425,0,3.7,6,0,64000.0,3,1,0,0,0,0,0,0,0,0,11.06665398721974
1427,21,4.2,6,0,55000.0,5,1,0,0,0,0,0,0,0,0,10.915106645867503
1428,9,3.8,6,0,58500.0,3,1,0,0,0,0,0,0,0,0,10.97679912709094
1429,9,4.0,6,0,57500.0,3,1,0,0,0,0,0,0,0,0,10.959557617938563
1430,12,4.1,6,0,98500.0,7,1,1,1,0,0,0,1,1,0,11.49782197939291
1431,8,4.3,6,0,56000.0,3,1,0,1,0,0,0,0,0,0,10.933124826700707
1432,12,3.8,6,0,75000.0,5,2,0,2,2,0,1,0,3,0,11.225256725762893
1433,22,4.1,6,0,59000.0,8,1,0,1,0,0,0,0,0,0,10.985309671896763
1434,21,3.2,6,0,37000.0,5,2,0,0,0,0,1,0,0,0,10.518700218288165
1435,12,3.8,6,0,103000.0,3,1,0,2,1,1,1,0,2,0,11.542493975902508
1436,14,3.5,6,0,67000.0,5,1,1,0,0,0,0,0,0,0,11.112462823634855
1437,14,3.5,6,0,78000.0,5,2,0,2,1,0,0,0,0,0,11.264476926102367
1438,10,3.8,6,0,80000.0,3,1,0,0,0,0,0,0,0,0,11.289794413577894
1439,13,3.1,6,0,71000.0,5,2,0,0,0,0,0,0,0,0,11.170449240431308
1440,4,4.1,6,0,60000.0,6,1,0,2,0,0,0,0,1,0,11.002116507732017
1443,12,4.0,5,2,116500.0,10,2,1,1,0,1,0,0,0,1,11.665655135642039
1444,14,3.1,5,2,70000.0,5,0,1,4,0,0,0,1,1,0,11.156264806643742
1445,9,4.0,5,2,107500.0,3,2,0,3,0,7,3,0,4,2,11.58525542883217
1447,12,4.2,5,2,102000.0,5,0,0,2,0,0,0,0,2,0,11.532737896139919
1448,11,3.6,5,2,145000.0,4,0,0,3,1,4,3,0,1,1,11.884495917930655
1449,5,3.6,5,2,92500.0,6,0,0,1,0,0,0,0,0,0,11.434974734252892
1450,13,3.4,5,2,123000.0,7,1,0,3,0,1,2,1,3,0,11.719947764402807
1452,14,4.3,5,2,109000.0,4,2,0,5,0,0,3,0,7,1,11.599112335481124
1453,12,4.8,5,2,104000.0,3,0,0,3,0,2,3,0,1,2,11.552155793461898
1454,17,3.7,5,2,96500.0,6,2,0,2,0,2,2,1,2,0,11.477308649967686
1456,5,3.7,5,2,96000.0,5,1,0,3,0,0,1,0,3,0,11.472113887062386
1458,9,3.7,5,2,116500.0,5,1,0,3,0,0,1,0,3,0,11.665655135642039
1459,5,3.4,5,2,111500.0,3,0,0,6,2,3,3,1,2,2,11.621788838451959
1460,12,4.3,5,2,128000.0,2,1,0,3,1,2,0,0,0,0,11.759793355371237
1461,13,3.9,5,2,100500.0,3,2,0,2,1,1,3,0,3,1,11.51792295668052
1462,12,3.6,5,2,149000.0,5,1,1,3,0,1,2,1,2,0,11.91170829631447
1464,9,4.1,5,2,140000.0,3,2,0,3,0,2,1,1,1,0,11.849404844423074
1465,12,3.6,5,2,68000.0,6,1,0,4,0,1,1,0,3,0,11.127277689932466
1466,5,5.0,5,2,156500.0,5,1,0,2,0,0,0,0,0,0,11.960817678718287
1467,4,3.4,5,2,112500.0,4,0,1,1,0,2,1,1,1,1,11.630717389475995
1469,9,4.1,5,2,140000.0,3,2,0,2,0,4,3,0,3,1,11.849404844423074
1472,5,3.6,5,2,53000.0,2,0,0,4,4,0,2,1,1,0,10.87806606028079
1473,11,3.1,5,2,110500.0,3,2,0,0,0,1,1,0,4,0,11.612779849672751
1474,12,4.3,5,2,97000.0,5,1,0,1,0,0,2,1,1,0,11.48247656671073
1476,12,4.2,5,2,141000.0,2,0,0,2,0,0,0,0,3,0,11.856522261533737
1478,12,4.4,5,2,102500.0,7,1,2,4,0,1,5,1,1,0,11.537627833610571
1479,12,4.1,5,2,123000.0,8,0,0,4,2,0,2,0,1,0,11.719947764402807
1480,9,3.8,5,2,109000.0,2,1,0,1,1,1,0,0,2,0,11.599112335481124
1481,12,3.8,5,2,93500.0,6,2,0,3,0,1,2,0,5,1,11.44572741040675
1482,12,3.8,5,2,93500.0,6,2,0,3,0,1,2,0,5,1,11.44572741040675
1483,12,3.5,5,2,54000.0,3,1,0,2,0,0,0,1,0,0,10.896757843893464
1485,5,3.7,5,2,69500.0,2,0,0,4,4,0,2,1,1,0,11.149096419938578
1486,1,3.8,5,2,117000.0,5,1,0,3,0,0,0,0,2,0,11.669937760751914
1487,17,3.0,5,2,88500.0,3,0,0,4,3,1,0,0,1,0,11.390769130367211
1488,13,3.9,5,2,87500.0,3,1,0,3,0,0,0,0,0,0,11.37940550085183
1489,9,3.4,5,2,122500.0,5,0,1,1,0,0,0,0,0,0,11.715874472198905
1491,9,4.5,5,2,156000.0,5,0,0,4,0,0,1,0,2,1,11.957617696467539
1492,12,4.1,5,2,135500.0,5,0,1,0,0,1,0,0,1,0,11.816734299348461
1493,12,3.8,5,2,100000.0,3,2,0,4,1,1,1,0,2,0,11.51293546492023
1494,11,4.2,5,2,113000.0,3,1,0,2,0,0,1,0,0,0,11.635151947212842
1495,11,4.2,5,2,113000.0,3,1,0,2,0,0,0,0,0,0,11.635151947212842
1496,12,4.8,5,2,106000.0,3,0,0,3,0,2,2,0,2,2,11.571203807011969
1497,9,4.0,5,2,131000.0,5,1,0,2,0,1,0,0,3,2,11.782960235741939
1498,5,3.8,5,2,81000.0,2,1,0,2,2,2,0,0,3,0,11.302216779257382
1499,9,4.0,5,2,114000.0,5,2,1,7,0,2,0,0,4,3,11.643962499267984
1500,9,4.1,5,2,177000.0,10,1,0,2,0,1,1,0,0,1,12.083910661257521
1501,9,3.8,5,2,100000.0,2,3,0,5,0,0,0,0,4,0,11.51293546492023
1503,9,4.0,5,2,71000.0,5,2,0,2,0,2,0,0,1,0,11.170449240431308
1505,9,4.5,5,2,139500.0,3,1,0,3,0,0,0,0,2,0,11.845827048676645
1508,12,3.9,5,2,53500.0,2,0,0,2,0,0,0,0,1,0,10.887455624298198
1509,9,3.8,5,2,65000.0,5,2,0,2,0,2,1,0,1,0,11.082157933374816
1511,21,3.7,5,2,54000.0,1,1,0,6,1,0,0,0,1,0,10.896757843893464
1512,15,4.3,5,2,85500.0,5,3,1,4,2,1,1,0,3,0,11.356283350762888
1513,15,3.8,5,2,85000.0,3,2,0,2,0,1,1,0,1,0,11.350418300109132
1514,12,3.9,5,2,96000.0,5,0,0,2,0,1,1,0,2,1,11.472113887062386
1515,15,4.1,5,2,77000.0,5,0,1,0,0,0,0,0,3,0,11.251573687764477
1516,12,4.1,5,2,80000.0,2,1,1,4,0,1,0,0,3,0,11.289794413577894
1517,15,3.7,5,2,105000.0,2,0,0,3,0,0,3,0,2,0,11.561725152903833
1518,9,4.0,5,2,139000.0,10,0,1,1,0,0,1,0,2,0,11.842236406331555
1519,10,3.5,5,2,62000.0,1,2,0,3,3,0,0,1,1,0,11.034905792929415
1520,12,4.2,5,2,149000.0,3,0,0,3,0,0,2,0,4,1,11.91170829631447
1521,17,3.4,5,2,56500.0,5,0,0,0,0,0,0,0,1,0,10.942013616092948
1522,11,4.1,5,2,118500.0,3,2,0,1,0,0,0,0,1,0,11.682676678340282
1523,5,3.4,5,2,51500.0,3,0,0,3,0,0,0,0,3,0,10.849356503939038
1524,5,3.4,5,2,122000.0,4,0,0,4,0,0,0,0,0,0,11.711784520403112
1525,12,3.8,5,2,123500.0,5,2,1,4,0,2,3,0,1,0,11.724004532183379
1526,12,4.0,5,2,88000.0,4,1,0,2,0,1,1,0,2,0,11.385103457032141
1527,12,3.8,5,2,124000.0,2,1,0,2,0,1,2,0,1,1,11.728044909070785
1528,9,3.4,5,2,74500.0,10,1,1,2,0,0,0,0,3,0,11.218567827096358
1530,21,3.5,5,2,148000.0,7,1,1,3,0,0,1,0,4,1,11.904974309480181
1531,9,3.7,5,2,46500.0,1,1,0,5,1,0,0,0,1,0,10.747229096720554
1533,12,4.5,7,2,159000.0,5,1,0,5,0,3,2,1,4,1,11.976665770490767
1534,4,3.7,7,2,89500.0,5,2,0,3,0,4,1,0,4,1,11.402005077384885
1536,22,4.8,7,2,68000.0,5,1,0,0,0,0,0,0,0,0,11.127277689932466
1537,10,4.4,7,2,164000.0,8,1,1,0,0,0,0,0,1,0,12.00762780434872
1538,12,4.3,7,2,125000.0,2,2,0,3,0,1,0,0,5,0,11.736077016252437
1540,9,4.6,7,2,113500.0,2,1,0,2,0,4,5,0,3,1,11.63956692643747
1542,13,3.5,7,2,150000.0,8,0,1,6,0,0,1,0,0,0,11.918397239722838
1543,12,3.6,7,2,100500.0,5,1,0,2,0,3,0,0,4,0,11.51792295668052
1545,15,3.5,7,2,114000.0,2,1,0,4,0,0,0,0,2,0,11.643962499267984
1546,12,3.8,7,2,108500.0,3,0,0,2,0,1,2,0,1,0,11.59451466851004
1547,15,2.8,7,2,117500.0,2,1,0,8,2,3,0,1,2,1,11.674202123168433
1548,12,4.3,7,2,117000.0,2,2,0,3,0,1,0,0,5,0,11.669937760751914
1549,21,3.8,7,2,110000.0,8,0,0,2,1,0,0,0,2,0,11.608244735642321
1550,12,4.2,7,2,163000.0,8,0,1,5,0,2,3,0,0,2,12.001511614739405
1551,12,3.9,7,2,160000.0,3,1,0,4,0,4,2,0,3,2,11.982935344196433
1553,5,4.3,7,2,93000.0,3,1,0,3,0,4,6,0,2,1,11.440365524765756
1554,14,3.4,7,2,105000.0,3,1,0,8,2,0,1,0,2,0,11.561725152903833
1555,5,3.9,7,2,142000.0,5,2,1,1,3,2,4,0,5,0,11.863589378812122
1556,12,4.0,7,2,127000.0,5,1,0,4,0,5,1,0,2,0,11.751950239425476
1557,12,4.7,7,2,155500.0,4,1,1,3,0,4,1,0,1,1,11.954407441448915
1558,10,3.5,7,2,85500.0,2,2,0,3,0,2,0,0,0,0,11.356283350762888
1560,9,4.1,7,2,151000.0,5,2,0,4,0,7,4,2,2,1,11.92504173829169
1561,19,3.6,7,2,135000.0,2,1,0,3,0,5,1,0,4,1,11.813037464800539
1562,11,4.0,7,2,164500.0,7,1,1,5,0,2,2,0,3,3,12.010671928196443
1565,11,3.6,7,2,103000.0,5,0,0,0,0,0,0,2,1,0,11.542493975902508
1566,12,4.7,7,2,118500.0,1,0,0,0,0,0,0,0,0,0,11.682676678340282
1568,11,4.4,7,2,182500.0,4,0,1,0,0,1,1,0,6,2,12.114510931441727
1569,5,4.9,7,2,92000.0,2,0,0,3,0,1,0,1,2,0,11.429554725537322
1574,12,4.0,7,2,175500.0,2,1,1,4,0,0,0,0,4,0,12.075400019877522
1575,12,3.8,7,2,173000.0,3,1,1,2,0,1,3,0,1,3,12.06105265381003
1578,12,4.3,7,2,136500.0,2,0,0,5,0,5,2,0,2,0,11.824087219587643
1580,12,3.8,7,2,106000.0,3,0,0,3,2,0,0,0,3,0,11.571203807011969
1582,23,3.8,7,2,152500.0,5,0,1,4,0,6,4,0,2,1,11.934926432385152
1583,12,3.7,7,2,111000.0,5,0,0,3,0,0,1,1,3,0,11.6172944892629
1584,12,4.0,7,2,106500.0,10,2,0,6,0,2,0,0,2,1,11.575909653758895
1585,21,3.4,7,2,140500.0,2,0,1,2,0,2,0,0,0,1,11.852969885168331
1588,12,3.6,7,2,141500.0,5,1,0,2,0,0,0,0,2,0,11.860062063178267
1589,12,4.3,7,2,175500.0,7,2,0,3,0,0,0,0,0,0,12.075400019877522
1590,9,4.3,7,2,169500.0,2,0,0,1,0,0,0,0,3,0,12.040614105490253
1591,12,4.2,7,2,97000.0,2,0,1,1,0,0,0,0,0,0,11.48247656671073
1593,12,4.4,0,2,75500.0,2,0,0,1,0,1,0,1,0,0,11.231901180182515
1596,14,3.7,0,2,80500.0,6,1,1,1,0,0,0,0,1,0,11.296024885689746
1598,12,3.0,0,2,109000.0,8,2,1,5,0,3,1,0,2,1,11.599112335481124
1599,14,3.0,0,2,65000.0,6,1,0,1,0,0,0,0,1,0,11.082157933374816
1600,12,4.5,0,2,118000.0,8,1,1,2,0,0,0,0,1,0,11.678448377988165
1601,12,4.4,0,2,129500.0,2,2,0,2,0,5,2,0,3,2,11.771443882099637
1602,9,4.1,0,2,143500.0,3,2,0,2,0,4,3,0,3,1,11.874097282798648
1604,9,4.8,0,2,102000.0,3,1,1,4,0,2,1,0,1,0,11.532737896139919
1606,13,3.9,0,2,92500.0,3,2,0,5,2,3,1,0,3,0,11.434974734252892
1607,12,3.9,0,2,103500.0,3,0,0,6,0,6,1,0,1,1,11.547336553476635
1608,12,4.0,0,2,83500.0,3,2,0,2,0,1,3,0,3,0,11.332613886815139
1609,11,3.5,0,2,90000.0,7,3,0,6,0,8,1,1,3,2,11.407576060361786
1610,12,4.2,0,2,85000.0,3,0,0,1,3,1,0,0,3,0,11.350418300109132
1612,11,4.0,0,2,138000.0,7,1,1,5,0,2,2,0,3,3,11.835016210489899
1613,12,3.8,0,2,110500.0,5,2,0,0,1,5,3,0,1,1,11.612779849672751
1614,18,3.8,0,2,115000.0,5,0,1,3,1,4,4,0,1,1,11.652696102959753
1615,9,3.9,0,2,107000.0,6,0,1,1,0,0,3,2,3,0,11.580593459194764
1616,9,3.9,0,2,121000.0,5,1,1,6,2,9,5,1,4,3,11.703554089007538
1617,9,4.3,0,2,80500.0,3,2,0,3,0,1,2,0,2,1,11.296024885689746
1618,12,4.5,0,2,87500.0,7,1,0,3,0,5,2,0,3,1,11.37940550085183
1619,12,4.3,0,2,64500.0,5,1,0,4,0,7,3,0,2,1,11.07443600653965
1620,9,4.1,0,2,125500.0,3,2,0,3,0,2,1,1,1,0,11.74006900564972
1622,12,3.4,0,2,62500.0,4,1,0,4,0,2,0,0,0,0,11.042937835596494
1623,12,4.5,0,2,103500.0,3,1,0,2,0,1,0,1,2,0,11.547336553476635
1624,5,4.0,0,2,78000.0,3,1,0,5,0,9,2,1,3,1,11.264476926102367
1625,12,4.1,0,2,109000.0,10,2,0,4,0,2,0,0,3,1,11.599112335481124
1626,12,3.9,0,2,103500.0,3,1,0,6,1,2,0,0,2,0,11.547336553476635
1627,12,3.8,0,2,115000.0,5,2,1,0,1,5,3,0,1,1,11.652696102959753
1628,9,4.1,1,2,136000.0,4,2,1,4,0,7,4,1,2,1,11.820417517632333
1629,9,4.1,1,2,110000.0,2,2,0,4,0,7,4,1,2,1,11.608244735642321
1631,10,3.7,1,2,146000.0,10,2,0,3,0,0,0,0,3,1,11.891368749982085
1632,13,3.8,1,2,84500.0,8,2,1,2,0,0,0,0,0,0,11.344518647594766
1633,11,3.6,1,2,75500.0,7,1,1,1,0,0,1,0,0,0,11.231901180182515
1634,12,3.9,1,2,128000.0,8,0,1,5,0,2,1,0,0,0,11.759793355371237
1635,5,4.0,1,2,98500.0,5,1,0,1,0,0,0,2,0,0,11.49782197939291
