,industry,rank,search_city,search_job,avg_sal,years_exp,degrees_total,sen_job_titles_total,languages_total,visualization_total,big_data_total,cloud_total,platform_total,ds_concepts_total,deep_learning_totals,log_avg_sal
189,5,4.4,7,1,82500.0,2,1,0,1,3,0,0,1,3,0,11.320565693461432
190,21,4.1,7,1,81500.0,3,0,0,3,4,1,1,0,4,0,11.308370569092329
191,12,3.8,7,1,106000.0,2,0,0,3,3,0,0,0,4,0,11.571203807011969
192,18,3.7,7,1,75000.0,3,1,0,4,0,1,1,0,2,0,11.225256725762893
193,12,4.0,7,1,109000.0,3,1,0,3,0,1,1,0,2,0,11.599112335481124
194,12,4.6,7,1,139000.0,2,2,1,1,2,2,3,0,5,0,11.842236406331555
195,12,4.2,7,1,113500.0,4,1,0,3,3,2,1,0,2,0,11.63956692643747
196,13,3.6,7,1,79000.0,1,1,0,1,0,0,0,2,0,0,11.277215789596893
197,19,3.9,7,1,96000.0,3,1,0,5,1,0,0,1,3,0,11.472113887062386
198,12,4.1,7,1,128500.0,3,1,0,3,0,0,0,0,0,0,11.763691965388299
199,11,4.7,6,1,86500.0,5,0,0,0,1,0,0,2,1,0,11.367911253546788
204,19,3.9,6,1,79500.0,3,2,0,3,2,0,0,1,0,0,11.283524879179666
205,5,3.6,6,1,61500.0,3,0,0,1,0,0,0,0,0,0,11.026808713825016
206,12,3.5,6,1,74000.0,5,0,0,1,1,1,3,0,0,0,11.211833885608513
207,5,3.8,6,1,61500.0,2,0,0,0,1,0,0,3,1,0,11.026808713825016
209,9,4.4,6,1,88000.0,10,1,1,3,2,0,0,0,1,0,11.385103457032141
210,17,3.7,6,1,44500.0,2,2,0,1,0,0,0,0,0,0,10.703266939811954
211,12,4.1,6,1,76500.0,5,1,1,1,1,0,0,0,4,0,11.245059091624615
212,12,4.5,6,1,98000.0,5,0,2,3,2,1,0,1,2,0,11.49273296168228
213,8,4.2,6,1,74000.0,6,1,1,0,3,0,0,2,1,0,11.211833885608513
214,12,4.0,6,1,113500.0,5,2,0,4,1,0,0,1,4,0,11.63956692643747
215,12,3.0,6,1,68500.0,2,1,0,2,2,0,1,1,0,1,11.134603622683905
216,12,3.8,6,1,47500.0,3,0,0,3,0,0,1,0,0,0,10.768506042432708
217,9,4.4,6,1,80500.0,10,0,0,0,1,0,0,0,1,0,11.296024885689746
218,3,3.8,6,1,81500.0,2,1,1,2,0,0,0,0,2,0,11.308370569092329
219,17,4.1,6,1,109000.0,5,2,1,1,0,0,0,0,0,0,11.599112335481124
220,12,3.8,6,1,67000.0,1,1,0,2,1,0,1,2,3,0,11.112462823634855
221,11,3.7,6,1,96500.0,5,2,1,1,0,0,0,0,0,0,11.477308649967686
223,12,4.4,6,1,129000.0,5,0,0,3,0,1,1,1,6,0,11.767575435251748
224,21,3.7,6,1,90500.0,2,1,0,6,2,1,2,0,5,0,11.413116179350727
225,12,4.6,6,1,137500.0,2,2,1,1,2,2,3,0,5,0,11.83138646878959
226,5,3.6,6,1,63000.0,4,0,0,0,1,0,0,0,1,0,11.050905878263567
227,10,4.5,6,1,66000.0,3,1,0,3,1,1,0,3,0,0,11.097425172408931
228,5,2.9,6,1,65500.0,2,1,0,2,0,0,0,0,1,0,11.089820688682373
229,12,3.4,6,1,105000.0,7,1,0,0,2,0,0,0,0,0,11.561725152903833
231,10,3.8,6,1,50000.0,1,0,0,0,0,0,0,2,0,0,10.819798284210286
233,10,3.8,6,1,79500.0,2,2,0,1,0,0,0,0,0,0,11.283524879179666
234,11,2.8,6,1,79500.0,7,1,1,1,1,0,0,1,0,0,11.283524879179666
235,8,4.0,6,1,75000.0,5,1,0,1,1,0,1,0,1,0,11.225256725762893
236,1,3.8,0,0,102500.0,5,0,1,1,1,0,1,0,1,0,11.537627833610571
237,12,3.7,0,0,68500.0,5,1,0,3,1,0,0,0,1,0,11.134603622683905
238,9,2.3,0,0,45500.0,4,2,0,0,0,0,0,0,0,0,10.725489582719506
239,23,3.2,0,0,67000.0,4,1,0,1,2,0,0,1,1,0,11.112462823634855
240,9,4.5,0,0,89000.0,5,2,0,1,0,0,1,0,0,0,11.39640288460621
241,11,4.4,0,0,39000.0,4,1,0,0,0,0,0,1,0,0,10.571342565808699
242,11,3.2,0,0,49000.0,2,1,0,1,0,0,0,3,2,0,10.799595985047786
243,4,2.3,0,0,52000.0,5,1,0,0,0,0,0,0,0,0,10.859018228147887
244,19,3.7,0,0,86500.0,5,0,0,2,2,1,0,0,0,0,11.367911253546788
246,1,3.8,0,0,88000.0,10,2,1,1,0,0,1,0,0,0,11.385103457032141
247,12,4.4,0,0,70000.0,3,1,0,0,1,0,0,0,0,0,11.156264806643742
248,5,3.7,0,0,44000.0,3,1,0,0,0,0,0,0,0,0,10.691967639914864
249,12,4.3,0,0,43000.0,3,1,0,2,0,0,1,0,1,0,10.668978650219241
250,15,3.4,0,0,126000.0,8,1,1,1,0,0,0,1,0,0,11.744045122410057
251,9,4.1,0,0,63000.0,5,2,0,2,0,0,0,0,1,0,11.050905878263567
252,12,4.5,0,0,79500.0,7,2,0,1,0,0,0,0,1,0,11.283524879179666
255,21,3.6,0,0,73000.0,4,1,1,1,0,0,0,1,0,0,11.19822841866684
258,14,3.8,0,0,59000.0,7,0,0,1,1,0,0,0,1,0,10.985309671896763
261,18,3.8,0,0,99000.0,5,2,1,0,0,0,0,0,0,0,11.502885230075814
262,12,3.4,0,0,56500.0,3,1,0,1,0,0,1,0,0,0,10.942013616092948
263,13,3.9,0,0,66500.0,4,0,0,0,1,0,0,0,0,0,11.104972264124868
265,12,4.1,1,0,70500.0,2,2,0,0,0,0,0,1,0,0,11.163382173096926
266,23,3.4,1,0,64000.0,5,2,0,1,1,0,0,0,1,0,11.06665398721974
268,13,3.6,1,0,65000.0,3,1,0,1,0,0,1,2,0,0,11.082157933374816
269,12,3.7,1,0,79500.0,7,1,1,0,0,0,0,1,1,0,11.283524879179666
270,5,3.3,1,0,80500.0,6,2,1,2,0,0,0,0,1,0,11.296024885689746
271,14,3.0,1,0,62500.0,5,2,0,3,0,0,0,0,0,0,11.042937835596494
272,14,2.7,1,0,80000.0,10,1,1,0,0,0,0,1,0,0,11.289794413577894
273,17,3.0,1,0,54500.0,3,1,0,0,0,0,0,0,0,0,10.905974329106854
275,13,3.8,1,0,45000.0,2,2,0,0,0,0,0,0,0,0,10.714439990727769
276,5,3.5,1,0,53000.0,8,1,1,3,1,0,1,1,0,0,10.87806606028079
277,12,3.8,1,0,48000.0,2,2,0,1,2,1,0,1,2,0,10.778977123006351
278,12,3.7,1,0,76500.0,5,1,0,3,1,0,0,0,1,0,11.245059091624615
279,12,3.4,1,0,72500.0,3,2,1,1,0,0,0,0,0,0,11.19135563385109
280,9,4.0,1,0,84500.0,5,0,1,2,2,0,0,2,0,0,11.344518647594766
281,13,3.8,1,0,45000.0,2,2,0,0,0,0,0,0,0,0,10.714439990727769
282,14,3.0,1,0,62500.0,5,2,0,3,0,0,0,0,0,0,11.042937835596494
283,13,3.6,1,0,49500.0,3,0,0,1,0,0,1,0,0,0,10.809748150372926
284,19,4.3,1,0,38500.0,2,1,0,0,0,0,0,0,0,0,10.55843949396453
285,4,3.2,1,0,64000.0,5,1,1,0,0,0,0,0,0,0,11.06665398721974
286,11,2.5,1,0,51000.0,4,2,0,0,0,0,0,2,0,0,10.839600519357369
287,21,4.1,1,0,68000.0,3,3,0,1,0,0,0,0,1,0,11.127277689932466
289,13,3.6,1,0,55500.0,5,0,0,0,1,0,1,0,0,0,10.92415631759022
290,4,3.7,1,0,75500.0,1,2,1,0,0,0,0,0,1,0,11.231901180182515
292,4,3.8,1,0,136000.0,5,1,1,1,0,0,0,0,0,0,11.820417517632333
293,9,4.0,1,0,90500.0,3,0,0,0,0,0,0,1,0,0,11.413116179350727
294,13,3.9,1,0,102500.0,5,1,0,1,0,0,1,1,0,0,11.537627833610571
295,5,3.8,1,0,105000.0,6,0,0,1,0,0,0,0,0,0,11.561725152903833
296,5,3.5,1,0,105000.0,3,0,0,0,0,0,0,2,1,0,11.561725152903833
298,22,4.0,2,0,98000.0,7,3,1,1,0,0,0,0,0,0,11.49273296168228
299,12,4.3,2,0,61500.0,3,1,0,2,1,0,0,1,0,0,11.026808713825016
300,9,3.7,2,0,69000.0,4,1,0,1,0,0,0,0,0,0,11.141876276228
301,9,3.7,2,0,40000.0,3,1,0,1,0,0,0,0,0,0,10.596659732783579
302,9,3.7,2,0,41500.0,4,1,0,1,0,0,0,0,1,0,10.633472802314019
303,23,3.2,2,0,80500.0,3,2,0,1,0,0,0,0,1,0,11.296024885689746
304,14,3.7,2,0,91500.0,5,1,1,0,0,0,0,2,2,0,11.424105180165641
305,14,3.0,2,0,52000.0,3,1,0,0,0,0,0,0,1,0,10.859018228147887
306,20,3.6,2,0,52500.0,3,0,0,1,0,0,0,0,0,0,10.868587496017359
307,12,3.0,2,0,105000.0,5,0,1,0,0,0,2,2,1,0,11.561725152903833
308,8,3.7,2,0,95000.0,2,0,0,2,0,0,1,2,0,0,11.461642696843066
309,11,3.6,2,0,37500.0,2,2,0,0,0,0,1,0,2,0,10.53212287826962
310,12,3.7,2,0,74500.0,5,1,0,3,1,0,0,0,1,0,11.218567827096358
311,23,3.2,2,0,66000.0,6,1,0,1,0,0,0,1,0,0,11.097425172408931
312,12,4.1,3,0,70000.0,6,2,0,1,0,0,0,0,0,0,11.156264806643742
313,9,3.2,3,0,52500.0,2,1,0,0,0,0,0,0,0,0,10.868587496017359
314,5,2.9,3,0,69500.0,5,2,0,1,3,0,0,0,1,0,11.149096419938578
315,12,3.4,3,0,58500.0,3,1,0,7,1,2,0,1,2,1,10.97679912709094
316,15,3.2,3,0,96000.0,10,1,1,3,1,1,0,0,2,0,11.472113887062386
317,14,3.7,3,0,90500.0,5,1,1,0,0,0,0,0,2,0,11.413116179350727
318,15,3.2,3,0,79500.0,10,1,1,3,1,1,0,0,2,0,11.283524879179666
320,12,3.7,3,0,72000.0,5,1,0,3,1,0,0,0,1,0,11.184435286790631
321,13,3.8,3,0,81000.0,5,1,1,0,0,0,0,0,0,0,11.302216779257382
322,9,3.7,3,0,78000.0,5,2,0,1,0,0,0,1,0,0,11.264476926102367
323,9,3.7,3,0,59000.0,3,2,0,1,0,0,0,2,0,0,10.985309671896763
324,1,3.6,3,0,62000.0,8,2,0,7,0,2,2,1,3,0,11.034905792929415
325,8,4.2,3,0,66500.0,3,1,0,0,0,0,0,2,0,0,11.104972264124868
326,12,4.2,3,0,69500.0,4,1,0,3,2,0,0,2,3,0,11.149096419938578
327,17,3.3,3,0,64000.0,3,1,0,0,0,0,0,1,0,0,11.06665398721974
